par_id,art_id,text,keyword,country_code,span_start,span_finish,span_text,pcl_category,number_of_annotators
8979,@@2526118,"The vast majority of girls and women caught in the exploitative global sex trade are not victims of kidnapping , like the Nigerian 276 abducted by Boko Haram , but rather of poverty . Human traffickers prey on poor families who do n't have access to education and are n't aware of their basic rights . Mired in grinding poverty , parents desperately take out loans on conditions they do n't understand , pledging their children on their debts .",poor-families,ca,404,443,pledging their children on their debts,Compassion,2
1674,@@13863515,"Kyle really your a pig , lol youre also very ignorant do nt like over weight women , well have u looked in the mirror recently your FAT , YOU AND YOUR BOSS SHOULD BE SACKED never to return to radio , , how dare you say go for the disabled , your more disabled than the disabled olympians , they have a genuine heart , you do nt have one ,",disabled,ph,265,316,"the disabled olympians , they have a genuine heart",The_poorer_the_merrier,2
2959,@@2276518,"You know the type . She 's excelling in her field while tutoring underprivileged kids , running 5K fundraisers and adopting the most hopeless rescue dogs as pets -- and she 's not afraid to gloat about it .",hopeless,us,124,154,the most hopeless rescue dogs,Compassion,1
10253,@@4531852,"Rather sad . Good set of pictures that tells a tale of survival , subsistence living , and hopeless nature of life in the tribal societies . Exploiting an unexpected geo-political bonanza is a temporary relief that is not sustainable . Education and economic development seem miles away .",hopeless,pk,13,139,"Good set of pictures that tells a tale of survival , subsistence living , and hopeless nature of life in the tribal societies",Compassion,1
10253,@@4531852,"Rather sad . Good set of pictures that tells a tale of survival , subsistence living , and hopeless nature of life in the tribal societies . Exploiting an unexpected geo-political bonanza is a temporary relief that is not sustainable . Education and economic development seem miles away .",hopeless,pk,47,64,tale of survival,Metaphors,2
7153,@@60096684,"He stayed true to his promise , and at the opening day of the restaurant , he brought a lot of homeless from the park to give them full respect and food .",homeless,pk,121,144,give them full respect,Compassion,1
4056,@@15939902,"President Muhammadu Buhari is on a divine mission to rescue the Nigeria from the brink of collapse and hopelessness , Speaker of the House of Representatives , Rt . Hon. Yakubu Dogara has said .",hopeless,ng,81,116,brink of collapse and hopelessness,Compassion,1
1922,@@20825894,"The Global Gender Gap Report 2016 has ranked Pakistan 143 out of 144 countries . This really demonstrates the failure of feminists who are hopeless to break the historical shackles of bondage on women and establish favorable political , educational , economic , and health conditions .",hopeless,pk,151,201,break the historical shackles of bondage on women,Metaphors,1
6690,@@10201275,"Instead of restaurants and malls , they go into the nooks and crannies of the capital , approaching every homeless person they meet to offer them a new lease on life .",homeless,my,146,166,a new lease on life,Metaphors,2
6690,@@10201275,"Instead of restaurants and malls , they go into the nooks and crannies of the capital , approaching every homeless person they meet to offer them a new lease on life .",homeless,my,52,86,nooks and crannies of the capital,Metaphors,1
6873,@@24134544,"According to her , she established Royal Seed home to bring up a needy or homeless child to become a great person in future .",homeless,gh,63,89,a needy or homeless child,Compassion,1
9925,@@26311095,"THE jagged rocks , the stony beaches , the sweeping , heather covered hills ... the last views of the old country that faded from sight when a generation of immigrants set sail for the new world ( you can read that in Liam Neeson 's voice if you want ) .",immigrant,gb,0,195,"THE jagged rocks , the stony beaches , the sweeping , heather covered hills ... the last views of the old country that faded from sight when a generation of immigrants set sail for the new world",Compassion,2
9925,@@26311095,"THE jagged rocks , the stony beaches , the sweeping , heather covered hills ... the last views of the old country that faded from sight when a generation of immigrants set sail for the new world ( you can read that in Liam Neeson 's voice if you want ) .",immigrant,gb,80,136,the last views of the old country that faded from sight,Metaphors,1
9925,@@26311095,"THE jagged rocks , the stony beaches , the sweeping , heather covered hills ... the last views of the old country that faded from sight when a generation of immigrants set sail for the new world ( you can read that in Liam Neeson 's voice if you want ) .",immigrant,gb,168,195,set sail for the new world,Metaphors,1
6852,@@1670519,"It was through that experience Guest decided to help others in need , people who society had passed by , a notion he has continued throughout his retirement years .",in-need,ca,70,103,people who society had passed by,Compassion,1
6852,@@1670519,"It was through that experience Guest decided to help others in need , people who society had passed by , a notion he has continued throughout his retirement years .",in-need,ca,70,103,people who society had passed by,Metaphors,1
5512,@@1951058,""""""" Africa Rights Initiatives International has brought smiles on the faces of many , especially , crippled/ disabled who received crutches , the poor sighted who received glasses and medications , the poor who received clothing , the 1,225people who received free health insurance coverage and the general public that received free medical care and above all , the financial support for the Anti Snake Venom ( ASV ) to save the life of the poor woman in Kporibayiri , and referral of the poor boy who died on the way to the hospital . Your Midwives also conducted great deliveries during your visit . Only God knows what would have happened as the only Midwife for the Sub-district was still on her annual leave """" He said .""",disabled,gh,42,82,has brought smiles on the faces of many,Metaphors,2
