par_id,art_id,keyword,country_code,text,label,class
258,@@15956180,poor-families,lk,maize also protected tax increase profit vested interest pushing chicken price worsening protein malnutrition among kid poor family critic say milk price also high due selfsufficiency drive cheese super luxury good,0,0
260,@@7532951,in-need,au,found hospital unsatisfactory facility badly need refurbishing conducive establishing different safe contemporary model care,0,0
261,@@8620775,vulnerable,jm,turnerjones explained vibrant economy defined productivity clear rule protects vulnerable provides employment importantly vibrant economy must growing added noting setting ambitious growth target economic growth council chaired michael leechin recently done step right direction,0,0
262,@@17370533,hopeless,gh,feelingsexperiences may contribute someone feeling suicidal include loneliness feeling absolute hopelessness helplessnessfeeling worthlessness waste space shock depression clinically depressed,0,0
263,@@28159,immigrant,ca,investment perspective immigrant sometimes struggle making mental switch wealth accumulation wealth preservation many year concentrating wealth single business asset often find wellbalanced diversified portfolio antithetical financial value,0,0
264,@@2567299,homeless,lk,june london sri lanka guardian metal studsspikes inch high outside luxury office london news recently hardly deterred people sleeping rough homeless also happen many young employed raise deposit rent flat let alone buy one,1,0
266,@@70060527,in-need,us,briggs amp stratton celebrates th anniversary year better way reaffirm commitment milwaukee community providing million kid need pediatric care said rick carpenter vice president corporate marketing lucky one nation top pediatric hospital right within community briggs amp stratton firmly stand behind commitment extend support future,3,1
267,@@21143624,in-need,sg,launch event book hema malini clearly said name book beyond dream girl show discussed sunny bobby book well actress added people always think kind relationship share sunny bobby interestingly hema revealed sunny always supported whenever need met accident sunny deol first person came meet,0,0
268,@@18690857,homeless,lk,heavy rain triggered landslide killing people sri lanka remains missing far sri lanka made homeless,0,0
269,@@4667301,disabled,jm,civil case elderly disabled woman held hour yesterday seek assistance worker supreme court lift wheelchair third floor case heard,0,0
270,@@311295,women,lk,initiative would empower retiring service woman necessary skill knowledge setup business sewing patch work embroider work including handicraft also generates extra source income would help overcome future financial difficulty chiefofdefence staffair chief marshal roshan goonetileke icon behind effective drive facilitates entire program,0,0
272,@@9984927,immigrant,nz,impressed marked dissimilarity curved line scroll work principal feature ancient art maori inclined favour theory done race different maori race probably came new zealand maori immigrant,0,0
273,@@16059093,immigrant,ke,pga america stripped grand slam golf trump national los angeles trump comment mexican immigrant event later discontinued,0,0
274,@@23962883,disabled,ke,embu woman representative jane wanjuki yesterday condemned men rape disabled child hanged,0,0
276,@@16762623,women,bd,seventeen men woman including woman survived assault witnessed sexual violence including wife sister daughter,0,0
277,@@3289648,vulnerable,gb,mr recorder bedford described offence appalling piece behaviour towards vulnerable young man knew disability exploited disability clear still life fear added,0,0
278,@@3318786,homeless,za,cape town share unedifying feature like bench company garden solid divider noted london andreou conceivably intended much dissuade homeless bedding urge nearest shelter instead benefit rationale might unreasonably,0,0
279,@@18346560,women,ie,submission irish woman council ireland found average childless woman earn per cent le men working mother earn per cent le male counterpart one industry woman higher earner,0,0
280,@@2241348,poor-families,za,growing black middle class amongst thing owes success educational opportunity provided government new black professional middle class poor family within rank working class need proud achievement country celebrates year democracy,4,1
